positives/JohnCleese/JOHN_CLEESE_WCF.flv.frame097.png.face0.png 1 0 0 85 85
positives/JohnCleese/John_Cleese_Carefully_Considers_Your_Futile_Comments.flv.frame154.png.face0.png 1 0 0 105 105
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00207.png.face0.png 1 0 0 56 56
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00793.png.face0.png 1 0 0 44 44
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00320.png.face0.png 1 0 0 117 117
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01755.png.face0.png 1 0 0 57 57
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00133.png.face1.png 1 0 0 114 114
positives/JohnCleese/JOHN_CLEESE_WCF.flv.frame349.png.face0.png 1 0 0 69 69
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00985.png.face0.png 1 0 0 57 57
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00676.png.face0.png 1 0 0 118 118
positives/JohnCleese/John_Cleese_In_Partnership_with_CAA.flv.frame087.png.face1.png 1 0 0 90 90
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01494.png.face0.png 1 0 0 135 135
positives/JohnCleese/JOHN_CLEESE_WCF.flv.frame353.png.face0.png 1 0 0 87 87
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00519.png.face0.png 1 0 0 119 119
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00381.png.face0.png 1 0 0 120 120
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01554.png.face0.png 1 0 0 37 37
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01541.png.face0.png 1 0 0 142 142
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01153.png.face0.png 1 0 0 76 76
positives/JohnCleese/JOHN_CLEESE_WCF.flv.frame488.png.face0.png 1 0 0 156 156
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00889.png.face0.png 1 0 0 105 105
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00582.png.face0.png 1 0 0 113 113
positives/JohnCleese/John_Cleese_In_Partnership_with_CAA.flv.frame160.png.face1.png 1 0 0 77 77
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00059.png.face0.png 1 0 0 58 58
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00371.png.face0.png 1 0 0 56 56
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01411.png.face0.png 1 0 0 42 42
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01246.png.face0.png 1 0 0 43 43
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01204.png.face0.png 1 0 0 153 153
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01397.png.face0.png 1 0 0 46 46
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01419.png.face0.png 1 0 0 39 39
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00147.png.face0.png 1 0 0 110 110
positives/JohnCleese/John_Cleese_In_Partnership_with_CAA.flv.frame099.png.face1.png 1 0 0 96 96
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00377.png.face0.png 1 0 0 114 114
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame01772.png.face0.png 1 0 0 114 114
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame00635.png.face0.png 1 0 0 108 108
positives/JohnCleese/John_Cleese_In_Partnership_with_CAA.flv.frame177.png.face0.png 1 0 0 86 86
positives/JohnCleese/John_Cleese_Carefully_Considers_Your_Futile_Comments.flv.frame269.png.face0.png 1 0 0 105 105
positives/JohnCleese/JOHN_CLEESE_WCF.flv.frame303.png.face0.png 1 0 0 69 69
positives/JohnCleese/John_Cleese_on_Creativity.flv.frame02088.png.face1.png 1 0 0 149 149
positives/JohnCleese/John_Cleese_Carefully_Considers_Your_Futile_Comments.flv.frame089.png.face0.png 1 0 0 106 106
positives/JohnCleese/John_Cleese_In_Partnership_with_CAA.flv.frame128.png.face0.png 1 0 0 82 82
